1010, 3, 0, 0
2010, 4, 0, 0
3011, 4, 0, 0
4011, 4, 0, 0
5012, 4, 0, 0
6012, 4, 0, 0
7013, 3, 0, 0
8013, 4, 0, 0
9013, 4, 0, 0
10014, 4, 0, 0
11014, 4, 0, 0
12015, 4, 0, 0
13015, 3, 0, 0
14016, 4, 0, 0
15016, 4, 0, 0
16017, 4, 0, 0
17017, 4, 0, 0
18017, 4, 0, 0
19018, 3, 0, 0
20018, 4, 0, 0
21019, 4, 0, 0
22019, 4, 0, 0
23010, 4, 0, 0
24010, 4, 0, 0
25011, 4, 0, 0
26011, 4, 0, 0
27012, 4, 0, 0
28012, 4, 0, 0
29012, 4, 0, 0
30013, 3, 0, 0
31013, 4, 0, 0
32014, 4, 0, 0
33014, 4, 0, 0
34015, 4, 0, 0
35015, 4, 0, 0
36016, 4, 0, 0
37016, 4, 0, 0
38017, 3, 0, 0
39017, 4, 0, 0
40017, 4, 0, 0
41018, 4, 0, 0
42018, 4, 0, 0
43019, 4, 0, 0
44019, 3, 0, 0
45010, 4, 0, 0
46010, 4, 0, 0
47011, 4, 0, 0
48011, 4, 0, 0
49011, 4, 0, 0
50012, 3, 0, 0
51012, 4, 0, 0
52013, 4, 0, 0
