1033, 206674490, 0, 0
2067, 206716235, 0, 0
3099, 206490313, 0, 0
4133, 206691892, 0, 0
5168, 206952562, 0, 0
6199, 206227921, 0, 0
7024, 206334426, 0, 0
8058, 206682015, 0, 0
9093, 206977123, 0, 0
10130, 207421460, 0, 0
11167, 207362833, 0, 0
12204, 207354521, 0, 0
13035, 207809080, 0, 0
14072, 207448383, 0, 0
15109, 207374311, 0, 0
16146, 207397931, 0, 0
17179, 206537881, 0, 0
18009, 207315952, 0, 0
19031, 204378122, 0, 0
20053, 204407040, 0, 0
21073, 203943842, 0, 0
22091, 203769638, 0, 0
23110, 203704376, 0, 0
24129, 203691673, 0, 0
25147, 203666912, 0, 0
26166, 203714392, 0, 0
27184, 203594144, 0, 0
28201, 203431296, 0, 0
29011, 202520285, 0, 0
30030, 203645233, 0, 0
31048, 203667494, 0, 0
32066, 203552222, 0, 0
33084, 203524193, 0, 0
34118, 206785129, 0, 0
35150, 206561275, 0, 0
36187, 207312191, 0, 0
37015, 206850444, 0, 0
38048, 206706236, 0, 0
39075, 205398476, 0, 0
40117, 208400711, 0, 0
41147, 205968563, 0, 0
42176, 205627833, 0, 0
43203, 205472408, 0, 0
44026, 205646122, 0, 0
45063, 207494418, 0, 0
46099, 207068486, 0, 0
47132, 206603808, 0, 0
48166, 206856361, 0, 0
49197, 206173290, 0, 0
50018, 205298582, 0, 0
51056, 207496190, 0, 0
52088, 206289688, 0, 0
52704, 205410356, 0, 0
