1034, 128152773, 1, 0
2061, 127167320, 1, 0
3107, 129612858, 1, 0
4016, 128792062, 1, 0
5053, 128678032, 1, 0
6091, 128726286, 1, 0
7000, 128920953, 1, 0
8039, 128727993, 1, 0
9078, 128770709, 1, 0
10118, 128781436, 1, 0
11027, 128801753, 1, 0
12065, 128662200, 1, 0
13105, 128921777, 1, 0
14015, 128838322, 1, 0
15054, 128808043, 1, 0
16097, 129260777, 1, 0
17007, 128917533, 1, 0
18047, 128792749, 1, 0
19090, 129254727, 1, 0
20152, 131765075, 1, 0
21126, 137898447, 1, 0
22059, 132227812, 1, 0
23138, 133759657, 1, 0
24086, 134333147, 1, 0
25015, 131423230, 1, 0
26055, 128949399, 1, 0
27093, 128828978, 1, 0
28003, 128989764, 1, 0
29043, 128913544, 1, 0
30083, 128970644, 1, 0
31123, 128928496, 1, 0
32022, 127565510, 1, 0
33060, 128640885, 1, 0
33447, 128076600, 1, 0
