1017, 112770, 1, 0
2017, 128881, 1, 0
3018, 128754, 1, 0
4018, 112660, 1, 0
5018, 128754, 1, 0
6019, 128628, 1, 0
7019, 112549, 1, 0
8010, 129774, 1, 0
9010, 129774, 1, 0
10011, 113440, 1, 0
11011, 129645, 1, 0
12012, 129517, 1, 0
13012, 113328, 1, 0
14013, 113216, 1, 0
15013, 113216, 1, 0
16013, 129389, 1, 0
17014, 113104, 1, 0
18014, 113104, 1, 0
19015, 112993, 1, 0
20015, 129134, 1, 0
21016, 112881, 1, 0
22016, 129007, 1, 0
23017, 112770, 1, 0
24017, 128881, 1, 0
25017, 112770, 1, 0
26018, 128754, 1, 0
27018, 128754, 1, 0
28019, 112549, 1, 0
29019, 128628, 1, 0
30010, 129774, 1, 0
31010, 113552, 1, 0
32011, 129645, 1, 0
33011, 129645, 1, 0
