1010, 64887, 0, 0
2010, 81108, 0, 0
3011, 81028, 0, 0
4011, 81028, 0, 0
5012, 80948, 0, 0
6012, 64758, 0, 0
7013, 80868, 0, 0
8013, 80868, 0, 0
9013, 80868, 0, 0
10014, 64631, 0, 0
11014, 80788, 0, 0
12015, 80709, 0, 0
13015, 80709, 0, 0
14016, 80629, 0, 0
15016, 80629, 0, 0
16017, 64440, 0, 0
17017, 80550, 0, 0
18018, 80471, 0, 0
19018, 80471, 0, 0
20018, 64377, 0, 0
21019, 80392, 0, 0
22019, 80392, 0, 0
23010, 81108, 0, 0
24010, 81108, 0, 0
25011, 81028, 0, 0
26011, 64822, 0, 0
27012, 80948, 0, 0
28012, 64758, 0, 0
29012, 80948, 0, 0
30013, 80868, 0, 0
31013, 80868, 0, 0
32014, 80788, 0, 0
33014, 80788, 0, 0
34015, 80709, 0, 0
35015, 80709, 0, 0
36016, 64503, 0, 0
37016, 80629, 0, 0
38017, 80550, 0, 0
39017, 80550, 0, 0
40017, 80550, 0, 0
41018, 80471, 0, 0
42018, 80471, 0, 0
43019, 80392, 0, 0
44019, 64314, 0, 0
45010, 81108, 0, 0
46010, 81108, 0, 0
47011, 81028, 0, 0
48011, 81028, 0, 0
49011, 81028, 0, 0
50012, 80948, 0, 0
51012, 80948, 0, 0
52013, 64694, 0, 0
53013, 80868, 0, 0
