1021, 126434435, 1, 0
2075, 130544529, 1, 0
3120, 129437248, 1, 0
4032, 129132023, 1, 0
5073, 129051741, 1, 0
6113, 129001773, 1, 0
7025, 129183586, 1, 0
8069, 129397824, 1, 0
9111, 129047189, 1, 0
10027, 129668842, 1, 0
11065, 128670771, 1, 0
12011, 134065403, 1, 0
13099, 134947978, 1, 0
14097, 141399028, 1, 0
15055, 135705244, 1, 0
16003, 134184043, 1, 0
17110, 137439354, 1, 0
18046, 132622293, 1, 0
19015, 137361124, 1, 0
20099, 134392396, 1, 0
21029, 131834283, 1, 0
22074, 129416015, 1, 0
23077, 142228986, 1, 0
24116, 128939940, 1, 0
25028, 129033866, 1, 0
26068, 128945900, 1, 0
27110, 129306929, 1, 0
28020, 129151526, 1, 0
29061, 128922814, 1, 0
30102, 129021270, 1, 0
31016, 129413245, 1, 0
32044, 127420052, 1, 0
33085, 128988928, 1, 0
33867, 129391972, 1, 0
