1072, 214458723, 0, 0
2151, 215707354, 0, 0
3008, 214269392, 0, 0
4079, 214150213, 0, 0
5149, 214096113, 0, 0
6007, 214437338, 0, 0
7078, 214094602, 0, 0
8148, 213981438, 0, 0
9003, 213936228, 0, 0
10075, 214284620, 0, 0
11145, 213976627, 0, 0
12004, 214650201, 0, 0
13073, 213935351, 0, 0
14142, 213629492, 0, 0
15210, 213649479, 0, 0
16067, 214360222, 0, 0
17138, 214082484, 0, 0
18207, 213737249, 0, 0
19064, 214434064, 0, 0
20135, 214068287, 0, 0
21205, 214030387, 0, 0
22064, 214688880, 0, 0
23137, 214558231, 0, 0
24206, 213755747, 0, 0
25064, 214502100, 0, 0
26132, 213563698, 0, 0
27204, 214530141, 0, 0
28059, 213698075, 0, 0
29130, 214072146, 0, 0
30200, 214130370, 0, 0
31057, 214119315, 0, 0
32128, 214192826, 0, 0
33201, 214551146, 0, 0
34057, 214050083, 0, 0
35129, 214327178, 0, 0
36199, 214069315, 0, 0
37058, 214599997, 0, 0
38131, 214570203, 0, 0
39202, 214289188, 0, 0
40061, 214680895, 0, 0
41132, 214180907, 0, 0
42207, 214890335, 0, 0
43068, 215276838, 0, 0
44139, 214161191, 0, 0
45207, 213726509, 0, 0
46066, 214555557, 0, 0
47139, 214674501, 0, 0
48210, 214211158, 0, 0
49071, 215146575, 0, 0
50142, 214232420, 0, 0
51000, 214478209, 0, 0
52077, 215380651, 0, 0
53149, 214264141, 0, 0
54005, 214036161, 0, 0
54863, 214507441, 0, 0
