1084, 180703645, 0, 0
2171, 181191462, 0, 0
3091, 183882645, 0, 0
4054, 192740803, 0, 0
5025, 194092182, 0, 0
6017, 198452809, 0, 0
7009, 198444558, 0, 0
8003, 198644170, 0, 0
9184, 196779362, 0, 0
10132, 189581592, 0, 0
11030, 179641570, 0, 0
12115, 180842239, 0, 0
13021, 181140562, 0, 0
14113, 181963804, 0, 0
15109, 199324217, 0, 0
16037, 185480451, 0, 0
17008, 194242529, 0, 0
18163, 192568605, 0, 0
19134, 194111077, 0, 0
20078, 188758574, 0, 0
21005, 185376980, 0, 0
22090, 180759620, 0, 0
23017, 185388493, 0, 0
24158, 190228238, 0, 0
25058, 179961672, 0, 0
26160, 183687655, 0, 0
27161, 200210685, 0, 0
28154, 198520323, 0, 0
29168, 202734764, 0, 0
30160, 198396465, 0, 0
31092, 186374687, 0, 0
32061, 193906459, 0, 0
33010, 189714377, 0, 0
34098, 181287712, 0, 0
35045, 189378620, 0, 0
36155, 185036472, 0, 0
37055, 179926933, 0, 0
38145, 181650385, 0, 0
39113, 193654309, 0, 0
40131, 203517637, 0, 0
41102, 194221743, 0, 0
42072, 194134247, 0, 0
43043, 194015470, 0, 0
44015, 194406068, 0, 0
45169, 192360079, 0, 0
46112, 188579132, 0, 0
47042, 185954427, 0, 0
48153, 185159062, 0, 0
48513, 179907836, 0, 0
