1010, 64887, 0, 0
2010, 81108, 0, 0
3011, 81028, 0, 0
4011, 64822, 0, 0
5012, 80948, 0, 0
6012, 80948, 0, 0
7013, 64694, 0, 0
8013, 80868, 0, 0
9014, 80788, 0, 0
10014, 64631, 0, 0
11015, 80709, 0, 0
12015, 80709, 0, 0
13015, 64567, 0, 0
14016, 80629, 0, 0
15016, 80629, 0, 0
16017, 64440, 0, 0
17017, 80550, 0, 0
18018, 80471, 0, 0
19018, 64377, 0, 0
20019, 80392, 0, 0
21019, 80392, 0, 0
22010, 64887, 0, 0
23010, 81108, 0, 0
24011, 81028, 0, 0
25011, 64822, 0, 0
26012, 80948, 0, 0
27012, 80948, 0, 0
28013, 64694, 0, 0
29013, 80868, 0, 0
30013, 80868, 0, 0
31014, 64631, 0, 0
32014, 80788, 0, 0
33015, 80709, 0, 0
34015, 64567, 0, 0
35016, 80629, 0, 0
36016, 80629, 0, 0
37017, 64440, 0, 0
38017, 80550, 0, 0
39018, 80471, 0, 0
40018, 64377, 0, 0
41019, 80392, 0, 0
42019, 80392, 0, 0
43020, 64250, 0, 0
44010, 81108, 0, 0
45010, 81108, 0, 0
46011, 64822, 0, 0
47011, 81028, 0, 0
48012, 80948, 0, 0
49012, 64758, 0, 0
50013, 80868, 0, 0
51013, 80868, 0, 0
52014, 64631, 0, 0
53014, 80788, 0, 0
54015, 80709, 0, 0
