1036, 128338888, 1, 0
2079, 129267022, 1, 0
3114, 128342561, 1, 0
4022, 128505422, 1, 0
5059, 128689170, 1, 0
6097, 128649981, 1, 0
7004, 128422224, 1, 0
8043, 128815398, 1, 0
9082, 128876502, 1, 0
10124, 129116668, 1, 0
11029, 128439645, 1, 0
12065, 128379757, 1, 0
13103, 128633938, 1, 0
14016, 129227473, 1, 0
15051, 128410315, 1, 0
16086, 128306631, 1, 0
17031, 133970460, 1, 0
18055, 145168321, 1, 0
19123, 132463680, 1, 0
20051, 131410733, 1, 0
21040, 140270928, 1, 0
22138, 136027245, 1, 0
23116, 138596384, 1, 0
24099, 139375487, 1, 0
25042, 133693979, 1, 0
26078, 128451297, 1, 0
27067, 140026590, 1, 0
28122, 130794708, 1, 0
29034, 129167186, 1, 0
30069, 128400170, 1, 0
31106, 128513183, 1, 0
32018, 129257975, 1, 0
33061, 129270789, 1, 0
33841, 128778933, 1, 0
