1036, 129488853, 1, 0
2079, 130351446, 1, 0
3114, 129380304, 1, 0
4022, 129695245, 1, 0
5059, 129672500, 1, 0
6097, 129654943, 1, 0
7004, 129579129, 1, 0
8043, 129840123, 1, 0
9082, 129872249, 1, 0
10124, 130207087, 1, 0
11029, 129368867, 1, 0
12065, 129445463, 1, 0
13103, 129718021, 1, 0
14016, 130407225, 1, 0
15051, 129426056, 1, 0
16086, 129242832, 1, 0
17031, 135020482, 1, 0
18055, 146296566, 1, 0
19123, 133476928, 1, 0
20051, 132500085, 1, 0
21040, 141311855, 1, 0
22138, 137224061, 1, 0
23116, 139737443, 1, 0
24099, 140365203, 1, 0
25042, 134786627, 1, 0
26078, 129379426, 1, 0
27067, 141303030, 1, 0
28122, 131871265, 1, 0
29034, 130230091, 1, 0
30069, 129387851, 1, 0
31106, 129624697, 1, 0
32018, 130308367, 1, 0
33061, 130358686, 1, 0
33841, 129920143, 1, 0
