1001, 142020107, 1, 0
2012, 143223691, 1, 0
3004, 140670422, 1, 0
4100, 135883083, 1, 0
5014, 129438394, 1, 0
6050, 128343339, 1, 0
7090, 128868616, 1, 0
8126, 128504326, 1, 0
9034, 128563823, 1, 0
10071, 128523187, 1, 0
11107, 128415382, 1, 0
12013, 128395018, 1, 0
13050, 128384209, 1, 0
14088, 128575965, 1, 0
15125, 128647988, 1, 0
16032, 128431428, 1, 0
17067, 128267679, 1, 0
18101, 128305150, 1, 0
19008, 128405258, 1, 0
20047, 128713289, 1, 0
21085, 128586838, 1, 0
22120, 128244080, 1, 0
23027, 128388168, 1, 0
24062, 128318500, 1, 0
25100, 128575113, 1, 0
26007, 128518130, 1, 0
27043, 128353692, 1, 0
28078, 128344198, 1, 0
29113, 128371434, 1, 0
30020, 128451195, 1, 0
31058, 128779207, 1, 0
32094, 128332638, 1, 0
33001, 128449902, 1, 0
33525, 129757320, 1, 0
