1017, 112770, 1, 0
2018, 112660, 1, 0
3018, 112660, 1, 0
4019, 112549, 1, 0
5019, 128628, 1, 0
6020, 112439, 1, 0
7010, 129774, 1, 0
8011, 129645, 1, 0
9011, 113440, 1, 0
10011, 129645, 1, 0
11012, 129517, 1, 0
12012, 113328, 1, 0
13013, 129389, 1, 0
14012, 129517, 1, 0
15012, 129517, 1, 0
16013, 113216, 1, 0
17013, 129389, 1, 0
18014, 129262, 1, 0
19014, 129262, 1, 0
20015, 112993, 1, 0
21015, 129134, 1, 0
22016, 129007, 1, 0
23016, 112881, 1, 0
24017, 128881, 1, 0
25017, 128881, 1, 0
26018, 128754, 1, 0
27018, 112660, 1, 0
28019, 128628, 1, 0
29019, 128628, 1, 0
30020, 112439, 1, 0
31010, 129774, 1, 0
32010, 129774, 1, 0
33011, 129645, 1, 0
